record started at: 04-30-19 02:26:54

file format version: 4
captureMode: Offline
eye resolution: 640x480 scene resolution: 640x480
recordFrameCount sceneFrameCount avg_fps sceneQTtime(d:h:m:s.tv/ts) porQTtime(d:h:m:s.tv/ts) porX porY pupilX pupilY cornealRefX cornealRefY diameterW diameterH
26904 26903 30.00 0:00:14:56.800/1000 0:00:14:56.767/1000 305.58 265.46 481.82 204.48 -1000.00 -1000.00 90.00 131.00 
26905 26905 30.00 0:00:14:56.834/1000 0:00:14:56.800/1000 306.24 266.08 481.55 204.65 -1000.00 -1000.00 92.00 131.00 
26906 26906 30.00 0:00:14:56.867/1000 0:00:14:56.834/1000 306.91 268.50 481.27 205.52 -1000.00 -1000.00 91.00 132.00 
26907 26906 30.00 0:00:14:56.900/1000 0:00:14:56.867/1000 317.78 272.33 476.93 205.73 -1000.00 -1000.00 93.00 132.00 
26908 26908 30.00 0:00:14:56.934/1000 0:00:14:56.900/1000 329.43 277.01 472.29 206.19 -1000.00 -1000.00 94.00 134.00 
26909 26909 30.00 0:00:14:56.967/1000 0:00:14:56.934/1000 331.42 278.88 471.50 206.69 -1000.00 -1000.00 97.00 136.00 
26910 26909 30.00 0:00:14:57.00/1000 0:00:14:56.967/1000 332.20 277.01 471.21 205.87 -1000.00 -1000.00 93.00 134.00 
26911 26911 30.00 0:00:14:57.34/1000 0:00:14:57.00/1000 331.94 274.48 471.33 204.91 -1000.00 -1000.00 93.00 134.00 
26912 26912 30.00 0:00:14:57.67/1000 0:00:14:57.34/1000 331.47 271.15 471.53 203.68 -1000.00 -1000.00 94.00 135.00 
26913 26912 30.00 0:00:14:57.100/1000 0:00:14:57.67/1000 330.56 267.23 471.92 202.27 -1000.00 -1000.00 94.00 133.00 
26914 26914 30.00 0:00:14:57.134/1000 0:00:14:57.100/1000 329.98 265.38 472.16 201.62 -1000.00 -1000.00 94.00 134.00 
26915 26915 30.00 0:00:14:57.167/1000 0:00:14:57.134/1000 329.51 264.30 472.35 201.26 -1000.00 -1000.00 91.00 132.00 
26916 26915 30.00 0:00:14:57.200/1000 0:00:14:57.167/1000 329.14 263.48 472.50 200.98 -1000.00 -1000.00 93.00 131.00 
26917 26917 30.00 0:00:14:57.234/1000 0:00:14:57.200/1000 329.51 263.03 472.36 200.77 -1000.00 -1000.00 94.00 132.00 
26918 26918 30.00 0:00:14:57.267/1000 0:00:14:57.234/1000 334.77 257.55 470.34 198.06 -1000.00 -1000.00 97.00 133.00 
26919 26918 30.00 0:00:14:57.300/1000 0:00:14:57.267/1000 377.10 208.11 454.67 174.97 -1000.00 -1000.00 103.00 124.00 
26920 26920 30.00 0:00:14:57.334/1000 0:00:14:57.300/1000 422.68 155.60 438.75 151.81 -1000.00 -1000.00 107.00 121.00 
26921 26921 30.00 0:00:14:57.367/1000 0:00:14:57.334/1000 427.92 149.16 436.99 149.09 -1000.00 -1000.00 107.00 119.00 
26922 26921 30.00 0:00:14:57.400/1000 0:00:14:57.367/1000 424.68 148.02 438.16 148.99 -1000.00 -1000.00 107.00 119.00 
26923 26923 30.00 0:00:14:57.434/1000 0:00:14:57.400/1000 420.89 146.37 439.53 148.76 -1000.00 -1000.00 105.00 119.00 
26924 26924 30.00 0:00:14:57.467/1000 0:00:14:57.434/1000 418.46 145.00 440.42 148.50 -1000.00 -1000.00 105.00 118.00 
26925 26924 30.00 0:00:14:57.500/1000 0:00:14:57.467/1000 390.69 179.34 449.99 163.20 -1000.00 -1000.00 98.00 119.00 
26926 26926 30.00 0:00:14:57.534/1000 0:00:14:57.500/1000 356.80 235.02 462.04 187.08 -1000.00 -1000.00 96.00 129.00 
26927 26927 30.00 0:00:14:57.567/1000 0:00:14:57.534/1000 348.23 255.66 465.13 195.82 -1000.00 -1000.00 91.00 125.00 
26928 26927 30.00 0:00:14:57.600/1000 0:00:14:57.567/1000 346.30 255.73 465.88 196.06 -1000.00 -1000.00 92.00 127.00 
26929 26929 30.00 0:00:14:57.634/1000 0:00:14:57.600/1000 343.99 256.60 466.77 196.65 -1000.00 -1000.00 89.00 124.00 
26930 26930 30.00 0:00:14:57.667/1000 0:00:14:57.634/1000 342.16 256.91 467.48 196.98 -1000.00 -1000.00 93.00 126.00 
26931 26930 30.00 0:00:14:57.700/1000 0:00:14:57.667/1000 340.25 257.42 468.21 197.39 -1000.00 -1000.00 87.00 122.00 
26932 26932 30.00 0:00:14:57.734/1000 0:00:14:57.700/1000 339.24 258.04 468.60 197.74 -1000.00 -1000.00 92.00 125.00 
26933 26933 30.00 0:00:14:57.767/1000 0:00:14:57.734/1000 339.16 259.78 468.61 198.42 -1000.00 -1000.00 92.00 125.00 
26934 26933 30.00 0:00:14:57.800/1000 0:00:14:57.767/1000 330.16 261.83 472.11 200.23 -1000.00 -1000.00 91.00 125.00 
26935 26935 30.00 0:00:14:57.834/1000 0:00:14:57.800/1000 319.22 262.81 476.41 201.87 -1000.00 -1000.00 91.00 125.00 
26936 26936 30.00 0:00:14:57.867/1000 0:00:14:57.834/1000 316.46 262.10 477.51 201.91 -1000.00 -1000.00 89.00 125.00 
26937 26936 30.00 0:00:14:57.900/1000 0:00:14:57.867/1000 315.94 260.98 477.72 201.53 -1000.00 -1000.00 89.00 126.00 
26938 26938 30.00 0:00:14:57.934/1000 0:00:14:57.900/1000 315.61 259.31 477.86 200.93 -1000.00 -1000.00 90.00 126.00 
26939 26939 30.00 0:00:14:57.967/1000 0:00:14:57.934/1000 315.95 258.43 477.73 200.55 -1000.00 -1000.00 90.00 125.00 
26940 26939 30.00 0:00:14:58.00/1000 0:00:14:57.967/1000 322.73 265.13 475.01 202.36 -1000.00 -1000.00 84.00 87.00 
26941 26941 30.00 0:00:14:58.34/1000 0:00:14:58.00/1000 -3649.11 2347.10 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
26942 26942 30.00 0:00:14:58.67/1000 0:00:14:58.34/1000 325.66 212.01 474.20 181.78 -1000.00 -1000.00 64.00 47.00 
26943 26942 30.00 0:00:14:58.100/1000 0:00:14:58.67/1000 326.98 123.39 474.25 149.22 -1000.00 -1000.00 74.00 86.00 
26944 26944 30.00 0:00:14:58.134/1000 0:00:14:58.100/1000 332.15 94.08 472.49 138.38 -1000.00 -1000.00 73.00 91.00 
26945 26945 30.00 0:00:14:58.167/1000 0:00:14:58.134/1000 331.23 93.02 472.85 138.09 -1000.00 -1000.00 74.00 91.00 
26946 26945 30.00 0:00:14:58.200/1000 0:00:14:58.167/1000 328.32 93.47 473.93 138.51 -1000.00 -1000.00 74.00 91.00 
26947 26947 30.00 0:00:14:58.234/1000 0:00:14:58.200/1000 326.25 92.61 474.71 138.39 -1000.00 -1000.00 74.00 91.00 
26948 26948 30.00 0:00:14:58.267/1000 0:00:14:58.234/1000 325.49 91.66 475.00 138.12 -1000.00 -1000.00 73.00 91.00 
26949 26948 30.00 0:00:14:58.300/1000 0:00:14:58.267/1000 324.70 91.40 475.30 138.10 -1000.00 -1000.00 73.00 92.00 
26950 26950 30.00 0:00:14:58.334/1000 0:00:14:58.300/1000 324.11 91.94 475.52 138.34 -1000.00 -1000.00 74.00 93.00 
26951 26951 30.00 0:00:14:58.367/1000 0:00:14:58.334/1000 323.97 92.78 475.57 138.64 -1000.00 -1000.00 71.00 90.00 
26952 26951 30.00 0:00:14:58.400/1000 0:00:14:58.367/1000 324.48 93.44 475.37 138.83 -1000.00 -1000.00 72.00 90.00 
26953 26953 30.00 0:00:14:58.434/1000 0:00:14:58.400/1000 325.13 94.02 475.13 138.98 -1000.00 -1000.00 72.00 91.00 
26954 26954 30.00 0:00:14:58.467/1000 0:00:14:58.434/1000 325.41 94.07 475.02 138.97 -1000.00 -1000.00 72.00 91.00 
26955 26954 30.00 0:00:14:58.500/1000 0:00:14:58.467/1000 325.42 93.62 475.02 138.82 -1000.00 -1000.00 72.00 90.00 
26956 26956 30.00 0:00:14:58.534/1000 0:00:14:58.500/1000 325.25 93.71 475.08 138.86 -1000.00 -1000.00 71.00 90.00 
26957 26957 30.00 0:00:14:58.567/1000 0:00:14:58.534/1000 324.94 93.82 475.20 138.93 -1000.00 -1000.00 72.00 90.00 
26958 26957 30.00 0:00:14:58.600/1000 0:00:14:58.567/1000 322.56 97.60 476.07 140.47 -1000.00 -1000.00 71.00 91.00 
26959 26959 30.00 0:00:14:58.634/1000 0:00:14:58.600/1000 320.38 101.10 476.88 141.90 -1000.00 -1000.00 71.00 91.00 
26960 26960 30.00 0:00:14:58.667/1000 0:00:14:58.634/1000 319.80 101.04 477.09 141.93 -1000.00 -1000.00 72.00 93.00 
26961 26960 30.00 0:00:14:58.700/1000 0:00:14:58.667/1000 319.13 101.35 477.35 142.10 -1000.00 -1000.00 72.00 92.00 
26962 26962 30.00 0:00:14:58.734/1000 0:00:14:58.700/1000 318.44 101.94 477.60 142.37 -1000.00 -1000.00 72.00 92.00 
26963 26963 30.00 0:00:14:58.767/1000 0:00:14:58.734/1000 317.44 103.03 477.97 142.84 -1000.00 -1000.00 71.00 92.00 
26964 26963 30.00 0:00:14:58.800/1000 0:00:14:58.767/1000 316.20 103.69 478.44 143.19 -1000.00 -1000.00 70.00 90.00 
26965 26965 30.00 0:00:14:58.834/1000 0:00:14:58.800/1000 314.96 103.67 478.91 143.30 -1000.00 -1000.00 71.00 93.00 
26966 26966 30.00 0:00:14:58.867/1000 0:00:14:58.834/1000 313.67 104.14 479.40 143.58 -1000.00 -1000.00 71.00 92.00 
26967 26966 30.00 0:00:14:58.900/1000 0:00:14:58.867/1000 312.39 104.87 479.88 143.95 -1000.00 -1000.00 69.00 90.00 
26968 26968 30.00 0:00:14:58.934/1000 0:00:14:58.900/1000 311.94 105.05 480.05 144.06 -1000.00 -1000.00 71.00 93.00 
26969 26969 30.00 0:00:14:58.967/1000 0:00:14:58.934/1000 312.02 104.81 480.02 143.97 -1000.00 -1000.00 72.00 94.00 
26970 26969 30.00 0:00:14:59.00/1000 0:00:14:58.967/1000 312.17 104.04 479.97 143.68 -1000.00 -1000.00 71.00 94.00 
26971 26971 30.00 0:00:14:59.34/1000 0:00:14:59.00/1000 312.12 102.80 479.99 143.24 -1000.00 -1000.00 71.00 92.00 
26972 26972 30.00 0:00:14:59.67/1000 0:00:14:59.34/1000 311.55 101.34 480.21 142.77 -1000.00 -1000.00 71.00 92.00 
26973 26972 30.00 0:00:14:59.100/1000 0:00:14:59.67/1000 311.63 99.41 480.19 142.08 -1000.00 -1000.00 69.00 91.00 
26974 26974 30.00 0:00:14:59.134/1000 0:00:14:59.100/1000 312.12 97.59 480.02 141.39 -1000.00 -1000.00 71.00 91.00 
26975 26975 30.00 0:00:14:59.167/1000 0:00:14:59.134/1000 312.33 99.63 479.93 142.10 -1000.00 -1000.00 70.00 91.00 
26976 26975 30.00 0:00:14:59.200/1000 0:00:14:59.167/1000 317.52 144.36 477.73 157.65 -1000.00 -1000.00 79.00 107.00 
26977 26977 30.00 0:00:14:59.234/1000 0:00:14:59.200/1000 325.65 187.47 474.36 172.64 -1000.00 -1000.00 83.00 111.00 
26978 26978 30.00 0:00:14:59.267/1000 0:00:14:59.234/1000 329.55 188.25 472.86 172.52 -1000.00 -1000.00 83.00 112.00 
26979 26978 30.00 0:00:14:59.300/1000 0:00:14:59.267/1000 330.36 185.72 472.56 171.51 -1000.00 -1000.00 81.00 110.00 
26980 26980 30.00 0:00:14:59.334/1000 0:00:14:59.300/1000 330.35 182.65 472.59 170.38 -1000.00 -1000.00 82.00 110.00 
26981 26981 30.00 0:00:14:59.367/1000 0:00:14:59.334/1000 329.66 178.50 472.88 168.92 -1000.00 -1000.00 82.00 109.00 
26982 26981 30.00 0:00:14:59.400/1000 0:00:14:59.367/1000 327.92 173.45 473.58 167.24 -1000.00 -1000.00 80.00 106.00 
26983 26983 30.00 0:00:14:59.434/1000 0:00:14:59.400/1000 325.93 168.35 474.37 165.57 -1000.00 -1000.00 80.00 107.00 
26984 26984 30.00 0:00:14:59.467/1000 0:00:14:59.434/1000 324.40 163.12 474.99 163.81 -1000.00 -1000.00 79.00 104.00 
26985 26984 30.00 0:00:14:59.500/1000 0:00:14:59.467/1000 322.87 158.44 475.60 162.25 -1000.00 -1000.00 78.00 104.00 
26986 26986 30.00 0:00:14:59.534/1000 0:00:14:59.500/1000 321.24 154.89 476.25 161.12 -1000.00 -1000.00 77.00 103.00 
26987 26987 30.00 0:00:14:59.567/1000 0:00:14:59.534/1000 317.64 120.96 477.81 149.21 -1000.00 -1000.00 68.00 92.00 
26988 26987 30.00 0:00:14:59.600/1000 0:00:14:59.567/1000 317.53 78.98 478.07 134.37 -1000.00 -1000.00 64.00 79.00 
26989 26989 30.00 0:00:14:59.634/1000 0:00:14:59.600/1000 319.51 67.75 477.38 130.29 -1000.00 -1000.00 59.00 75.00 
26990 26990 30.00 0:00:14:59.667/1000 0:00:14:59.634/1000 318.17 66.34 477.89 129.91 -1000.00 -1000.00 58.00 72.00 
26991 26990 30.00 0:00:14:59.700/1000 0:00:14:59.667/1000 317.10 68.55 478.28 130.77 -1000.00 -1000.00 58.00 73.00 
26992 26992 30.00 0:00:14:59.734/1000 0:00:14:59.700/1000 316.67 72.02 478.42 132.02 -1000.00 -1000.00 61.00 76.00 
26993 26993 30.00 0:00:14:59.767/1000 0:00:14:59.734/1000 317.48 75.40 478.10 133.12 -1000.00 -1000.00 62.00 77.00 
26994 26993 30.00 0:00:14:59.800/1000 0:00:14:59.767/1000 316.71 84.78 478.34 136.47 -1000.00 -1000.00 63.00 80.00 
26995 26995 30.00 0:00:14:59.834/1000 0:00:14:59.800/1000 314.64 94.33 479.08 140.02 -1000.00 -1000.00 63.00 81.00 
26996 26996 30.00 0:00:14:59.867/1000 0:00:14:59.834/1000 313.79 97.88 479.38 141.35 -1000.00 -1000.00 63.00 81.00 
26997 26996 30.00 0:00:14:59.900/1000 0:00:14:59.867/1000 313.95 100.98 479.31 142.43 -1000.00 -1000.00 62.00 81.00 
26998 26998 30.00 0:00:14:59.934/1000 0:00:14:59.900/1000 315.41 102.85 478.75 142.96 -1000.00 -1000.00 62.00 82.00 
26999 26999 30.00 0:00:14:59.967/1000 0:00:14:59.934/1000 317.76 104.27 477.85 143.26 -1000.00 -1000.00 63.00 81.00 
27000 26999 30.00 0:00:15:00.00/1000 0:00:14:59.967/1000 329.79 119.77 473.21 147.67 -1000.00 -1000.00 71.00 87.00 
27001 27001 30.00 0:00:15:00.34/1000 0:00:15:00.00/1000 344.41 137.73 467.59 152.72 -1000.00 -1000.00 73.00 87.00 
27002 27002 30.00 0:00:15:00.67/1000 0:00:15:00.34/1000 349.42 141.33 465.68 153.53 -1000.00 -1000.00 75.00 86.00 
27003 27002 30.00 0:00:15:00.100/1000 0:00:15:00.67/1000 349.04 142.90 465.81 154.13 -1000.00 -1000.00 76.00 84.00 
27004 27004 30.00 0:00:15:00.134/1000 0:00:15:00.100/1000 348.57 139.79 466.01 153.06 -1000.00 -1000.00 76.00 93.00 
27005 27005 30.00 0:00:15:00.167/1000 0:00:15:00.134/1000 346.91 136.66 466.66 152.10 -1000.00 -1000.00 78.00 94.00 
27006 27005 30.00 0:00:15:00.200/1000 0:00:15:00.167/1000 343.65 133.04 467.91 151.11 -1000.00 -1000.00 77.00 93.00 
27007 27007 30.00 0:00:15:00.234/1000 0:00:15:00.200/1000 339.85 130.91 469.35 150.71 -1000.00 -1000.00 77.00 94.00 
27008 27008 30.00 0:00:15:00.267/1000 0:00:15:00.234/1000 337.60 127.52 470.22 149.71 -1000.00 -1000.00 74.00 87.00 
27009 27008 30.00 0:00:15:00.300/1000 0:00:15:00.267/1000 341.47 116.05 468.86 145.28 -1000.00 -1000.00 64.00 80.00 
27010 27010 30.00 0:00:15:00.334/1000 0:00:15:00.300/1000 341.18 112.46 468.99 144.04 -1000.00 -1000.00 67.00 82.00 
27011 27011 30.00 0:00:15:00.367/1000 0:00:15:00.334/1000 338.89 111.72 469.85 143.99 -1000.00 -1000.00 62.00 78.00 
27012 27011 30.00 0:00:15:00.400/1000 0:00:15:00.367/1000 345.47 98.79 467.51 138.87 -1000.00 -1000.00 58.00 65.00 
27013 27013 30.00 0:00:15:00.434/1000 0:00:15:00.400/1000 348.27 99.28 466.46 138.79 -1000.00 -1000.00 61.00 76.00 
27014 27014 30.00 0:00:15:00.467/1000 0:00:15:00.434/1000 340.45 121.21 469.20 147.20 -1000.00 -1000.00 74.00 86.00 
27015 27014 30.00 0:00:15:00.500/1000 0:00:15:00.467/1000 345.26 117.13 467.44 145.33 -1000.00 -1000.00 61.00 68.00 
27016 27016 30.00 0:00:15:00.534/1000 0:00:15:00.500/1000 355.53 104.04 463.74 139.82 -1000.00 -1000.00 62.00 70.00 
27017 27017 30.00 0:00:15:00.567/1000 0:00:15:00.534/1000 349.66 118.36 465.79 145.36 -1000.00 -1000.00 75.00 86.00 
27018 27017 30.00 0:00:15:00.600/1000 0:00:15:00.567/1000 341.06 135.97 468.86 152.40 -1000.00 -1000.00 78.00 97.00 
27019 27019 30.00 0:00:15:00.634/1000 0:00:15:00.600/1000 339.01 140.54 469.60 154.23 -1000.00 -1000.00 82.00 101.00 
27020 27020 30.00 0:00:15:00.667/1000 0:00:15:00.634/1000 345.79 127.97 467.15 149.11 -1000.00 -1000.00 71.00 81.00 
27021 27020 30.00 0:00:15:00.700/1000 0:00:15:00.667/1000 347.28 125.50 466.62 148.10 -1000.00 -1000.00 81.00 96.00 
27022 27022 30.00 0:00:15:00.734/1000 0:00:15:00.700/1000 343.95 131.74 467.81 150.62 -1000.00 -1000.00 79.00 91.00 
27023 27023 30.00 0:00:15:00.767/1000 0:00:15:00.734/1000 355.24 112.27 463.77 142.72 -1000.00 -1000.00 68.00 70.00 
27024 27023 30.00 0:00:15:00.800/1000 0:00:15:00.767/1000 356.89 108.30 463.20 141.18 -1000.00 -1000.00 80.00 89.00 
27025 27025 30.00 0:00:15:00.834/1000 0:00:15:00.800/1000 355.61 108.51 463.67 141.37 -1000.00 -1000.00 70.00 74.00 
27026 27026 30.00 0:00:15:00.867/1000 0:00:15:00.834/1000 357.62 102.92 462.98 139.24 -1000.00 -1000.00 79.00 84.00 
27027 27026 30.00 0:00:15:00.900/1000 0:00:15:00.867/1000 347.62 116.81 466.56 145.00 -1000.00 -1000.00 81.00 93.00 
27028 27028 30.00 0:00:15:00.934/1000 0:00:15:00.900/1000 341.06 127.21 468.93 149.28 -1000.00 -1000.00 82.00 101.00 
27029 27029 30.00 0:00:15:00.967/1000 0:00:15:00.934/1000 340.30 129.62 469.19 150.21 -1000.00 -1000.00 82.00 102.00 
27030 27029 30.00 0:00:15:01.00/1000 0:00:15:00.967/1000 326.75 133.38 474.28 152.81 -1000.00 -1000.00 79.00 82.00 
27031 27031 30.00 0:00:15:01.34/1000 0:00:15:01.00/1000 301.11 127.70 484.10 153.18 -1000.00 -1000.00 67.00 75.00 
27032 27032 30.00 0:00:15:01.67/1000 0:00:15:01.34/1000 287.30 117.55 489.47 150.81 -1000.00 -1000.00 60.00 67.00 
27033 27032 30.00 0:00:15:01.100/1000 0:00:15:01.67/1000 289.93 111.00 488.47 148.20 -1000.00 -1000.00 62.00 72.00 
27034 27034 30.00 0:00:15:01.134/1000 0:00:15:01.100/1000 297.01 102.91 485.76 144.65 -1000.00 -1000.00 63.00 74.00 
27035 27035 30.00 0:00:15:01.167/1000 0:00:15:01.134/1000 300.38 100.35 484.48 143.43 -1000.00 -1000.00 64.00 73.00 
27036 27035 30.00 0:00:15:01.200/1000 0:00:15:01.167/1000 301.06 99.75 484.22 143.16 -1000.00 -1000.00 66.00 75.00 
27037 27037 30.00 0:00:15:01.234/1000 0:00:15:01.200/1000 291.94 109.36 487.70 147.43 -1000.00 -1000.00 62.00 59.00 
27038 27038 30.00 0:00:15:01.267/1000 0:00:15:01.234/1000 282.03 118.59 491.52 151.69 -1000.00 -1000.00 63.00 61.00 
27039 27038 30.00 0:00:15:01.300/1000 0:00:15:01.267/1000 279.49 120.51 492.51 152.63 -1000.00 -1000.00 62.00 60.00 
27040 27040 30.00 0:00:15:01.334/1000 0:00:15:01.300/1000 279.77 120.74 492.40 152.69 -1000.00 -1000.00 62.00 60.00 
27041 27041 30.00 0:00:15:01.367/1000 0:00:15:01.334/1000 282.14 119.50 491.48 152.01 -1000.00 -1000.00 61.00 59.00 
27042 27041 30.00 0:00:15:01.400/1000 0:00:15:01.367/1000 283.23 119.06 491.05 151.75 -1000.00 -1000.00 63.00 59.00 
27043 27043 30.00 0:00:15:01.434/1000 0:00:15:01.400/1000 280.63 120.55 492.07 152.53 -1000.00 -1000.00 61.00 58.00 
27044 27044 30.00 0:00:15:01.467/1000 0:00:15:01.434/1000 279.71 120.77 492.42 152.70 -1000.00 -1000.00 62.00 58.00 
27045 27044 30.00 0:00:15:01.500/1000 0:00:15:01.467/1000 280.00 120.56 492.31 152.59 -1000.00 -1000.00 61.00 58.00 
27046 27046 30.00 0:00:15:01.534/1000 0:00:15:01.500/1000 277.82 123.06 493.16 153.72 -1000.00 -1000.00 61.00 58.00 
27047 27047 30.00 0:00:15:01.567/1000 0:00:15:01.534/1000 283.86 118.56 490.81 151.50 -1000.00 -1000.00 63.00 63.00 
27048 27047 30.00 0:00:15:01.600/1000 0:00:15:01.567/1000 302.80 95.66 483.57 141.55 -1000.00 -1000.00 62.00 74.00 
27049 27049 30.00 0:00:15:01.634/1000 0:00:15:01.600/1000 314.62 78.73 479.16 134.54 -1000.00 -1000.00 65.00 74.00 
27050 27050 30.00 0:00:15:01.667/1000 0:00:15:01.634/1000 301.56 96.48 484.04 141.95 -1000.00 -1000.00 63.00 61.00 
27051 27050 30.00 0:00:15:01.700/1000 0:00:15:01.667/1000 294.79 104.70 486.61 145.49 -1000.00 -1000.00 64.00 74.00 
27052 27052 30.00 0:00:15:01.734/1000 0:00:15:01.700/1000 299.63 96.81 484.78 142.24 -1000.00 -1000.00 62.00 71.00 
27053 27053 30.00 0:00:15:01.767/1000 0:00:15:01.734/1000 297.06 98.97 485.76 143.24 -1000.00 -1000.00 62.00 68.00 
27054 27053 30.00 0:00:15:01.800/1000 0:00:15:01.767/1000 305.39 92.87 482.59 140.32 -1000.00 -1000.00 63.00 73.00 
27055 27055 30.00 0:00:15:01.834/1000 0:00:15:01.800/1000 306.65 135.94 481.94 155.64 -1000.00 -1000.00 69.00 78.00 
27056 27056 30.00 0:00:15:01.867/1000 0:00:15:01.834/1000 291.60 222.69 487.54 189.53 -1000.00 -1000.00 75.00 78.00 
27057 27056 30.00 0:00:15:01.900/1000 0:00:15:01.867/1000 282.04 282.35 491.27 213.97 -1000.00 -1000.00 77.00 76.00 
27058 27058 30.00 0:00:15:01.934/1000 0:00:15:01.900/1000 278.99 301.55 492.50 222.05 -1000.00 -1000.00 78.00 80.00 
27059 27059 30.00 0:00:15:01.967/1000 0:00:15:01.934/1000 281.25 285.87 491.59 215.47 -1000.00 -1000.00 80.00 90.00 
27060 27059 30.00 0:00:15:02.00/1000 0:00:15:01.967/1000 280.33 272.54 491.99 210.28 -1000.00 -1000.00 80.00 94.00 
27061 27061 30.00 0:00:15:02.34/1000 0:00:15:02.00/1000 275.46 274.37 493.97 211.59 -1000.00 -1000.00 77.00 98.00 
27062 27062 30.00 0:00:15:02.67/1000 0:00:15:02.34/1000 273.28 279.59 494.86 213.94 -1000.00 -1000.00 79.00 102.00 
27063 27062 30.00 0:00:15:02.100/1000 0:00:15:02.67/1000 272.80 288.66 495.06 217.63 -1000.00 -1000.00 79.00 102.00 
27064 27064 30.00 0:00:15:02.134/1000 0:00:15:02.100/1000 272.87 290.19 495.03 218.24 -1000.00 -1000.00 80.00 102.00 
27065 27065 30.00 0:00:15:02.167/1000 0:00:15:02.134/1000 273.64 284.11 494.71 215.71 -1000.00 -1000.00 79.00 105.00 
27066 27065 30.00 0:00:15:02.200/1000 0:00:15:02.167/1000 274.47 277.03 494.38 212.77 -1000.00 -1000.00 78.00 100.00 
27067 27067 30.00 0:00:15:02.234/1000 0:00:15:02.200/1000 275.15 269.16 494.10 209.56 -1000.00 -1000.00 78.00 98.00 
27068 27068 30.00 0:00:15:02.267/1000 0:00:15:02.234/1000 275.50 262.61 493.97 206.93 -1000.00 -1000.00 77.00 90.00 
27069 27068 30.00 0:00:15:02.300/1000 0:00:15:02.267/1000 274.84 261.32 494.23 206.49 -1000.00 -1000.00 77.00 95.00 
27070 27070 30.00 0:00:15:02.334/1000 0:00:15:02.300/1000 273.99 260.59 494.58 206.31 -1000.00 -1000.00 76.00 87.00 
27071 27071 30.00 0:00:15:02.367/1000 0:00:15:02.334/1000 277.68 268.10 493.07 208.84 -1000.00 -1000.00 75.00 108.00 
27072 27071 30.00 0:00:15:02.400/1000 0:00:15:02.367/1000 -3649.11 2347.10 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
27073 27073 30.00 0:00:15:02.434/1000 0:00:15:02.400/1000 236.94 341.30 510.25 244.02 -1000.00 -1000.00 100.00 42.00 
27074 27074 30.00 0:00:15:02.467/1000 0:00:15:02.434/1000 146.67 355.01 550.71 263.03 -1000.00 -1000.00 30.00 31.00 
27075 27074 30.00 0:00:15:02.500/1000 0:00:15:02.467/1000 318.88 277.77 476.46 207.73 -1000.00 -1000.00 91.00 55.00 
27076 27076 30.00 0:00:15:02.534/1000 0:00:15:02.500/1000 576.95 218.05 384.69 159.30 -1000.00 -1000.00 94.00 93.00 
27077 27077 30.00 0:00:15:02.567/1000 0:00:15:02.534/1000 564.75 191.97 389.42 151.58 -1000.00 -1000.00 108.00 100.00 
27078 27077 30.00 0:00:15:02.600/1000 0:00:15:02.567/1000 551.10 185.04 394.09 150.44 -1000.00 -1000.00 109.00 107.00 
27079 27079 30.00 0:00:15:02.634/1000 0:00:15:02.600/1000 527.17 186.50 402.00 153.05 -1000.00 -1000.00 109.00 110.00 
27080 27080 30.00 0:00:15:02.667/1000 0:00:15:02.634/1000 509.05 184.57 408.15 154.01 -1000.00 -1000.00 104.00 106.00 
27081 27080 30.00 0:00:15:02.700/1000 0:00:15:02.667/1000 509.66 186.64 407.90 154.66 -1000.00 -1000.00 109.00 111.00 
27082 27082 30.00 0:00:15:02.734/1000 0:00:15:02.700/1000 512.15 192.10 406.93 156.31 -1000.00 -1000.00 107.00 111.00 
27083 27083 30.00 0:00:15:02.767/1000 0:00:15:02.734/1000 502.36 194.97 410.19 158.19 -1000.00 -1000.00 107.00 114.00 
27084 27083 30.00 0:00:15:02.800/1000 0:00:15:02.767/1000 493.93 197.99 413.01 160.01 -1000.00 -1000.00 107.00 115.00 
27085 27085 30.00 0:00:15:02.834/1000 0:00:15:02.800/1000 486.69 198.76 415.48 160.95 -1000.00 -1000.00 105.00 113.00 
27086 27086 30.00 0:00:15:02.867/1000 0:00:15:02.834/1000 480.41 199.26 417.65 161.71 -1000.00 -1000.00 106.00 113.00 
27087 27086 30.00 0:00:15:02.900/1000 0:00:15:02.867/1000 476.24 202.10 419.03 163.10 -1000.00 -1000.00 107.00 116.00 
27088 27088 30.00 0:00:15:02.934/1000 0:00:15:02.900/1000 474.83 203.82 419.49 163.84 -1000.00 -1000.00 107.00 116.00 
27089 27089 30.00 0:00:15:02.967/1000 0:00:15:02.934/1000 472.34 202.21 420.39 163.50 -1000.00 -1000.00 104.00 111.00 
27090 27089 30.00 0:00:15:03.00/1000 0:00:15:02.967/1000 467.59 202.48 422.05 164.05 -1000.00 -1000.00 103.00 115.00 
27091 27091 30.00 0:00:15:03.34/1000 0:00:15:03.00/1000 463.87 205.51 423.29 165.47 -1000.00 -1000.00 105.00 117.00 
27092 27092 30.00 0:00:15:03.67/1000 0:00:15:03.34/1000 460.98 206.42 424.29 166.07 -1000.00 -1000.00 106.00 118.00 
